ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim,nY1Crim,Training_Sample,pyv
14742,1,1,20,19,1,10,9,3,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14743,1,1,20,18,0,7,4,2,0,Property,36,5,3,0,3,0,4,0,1,2,3,0,2,0,1,0,1,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14744,1,1,25,9,0,6,4,2,0,999,12,4,4,1,1,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14745,1,1,35,3,1,5,9,2,2,Drug,24,3,2,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14746,1,0,35,19,0,7,4,2,2,Property,24,6,2,0,4,1,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
14747,1,1,30,19,0,5,1,3,3,Drug,12,3,4,0,1,5,1,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14748,1,1,25,5,0,7,9,3,0,Violent/Non-Sex,48,4,2,2,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14749,1,1,25,14,1,1,4,2,3,999,48,8,1,0,0,5,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14750,1,1,25,11,1,7,1,2,2,Violent/Non-Sex,48,3,3,1,3,1,2,0,0,2,3,1,2,1,1,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14751,1,1,25,25,0,5,9,2,1,Violent/Sex,48,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14752,0,0,30,19,999,6,4,1,1,Drug,12,10,1,0,5,3,3,0,0,2,0,0,3,1,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
14753,0,1,25,3,999,7,4,1,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14757,1,1,30,12,0,6,4,3,3,999,12,4,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14759,1,1,25,8,0,8,4,2,2,Property,36,2,2,1,2,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14760,1,1,20,6,0,7,4,2,3,Violent/Non-Sex,48,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14761,1,1,25,7,1,7,4,3,3,999,24,5,5,1,1,4,2,1,0,1,1,0,0,2,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14762,1,0,25,14,0,10,1,3,0,Property,24,9,0,0,5,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14764,0,0,50,25,999,3,1,1,3,Property,48,8,1,0,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
14765,1,1,30,8,0,7,9,3,0,Violent/Sex,36,2,1,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
14766,1,0,20,17,0,10,9,3,0,999,24,2,3,1,1,1,1,0,0,2,1,0,1,1,0,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
14768,1,1,25,20,1,8,4,2,0,Property,24,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14769,1,1,25,6,0,6,1,3,1,Other,12,7,0,1,2,1,2,0,1,0,2,0,1,2,0,0,1,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14771,0,1,40,21,999,4,9,3,3,Violent/Non-Sex,48,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14772,1,1,40,12,1,3,999,2,1,Violent/Non-Sex,24,5,0,1,0,1,2,0,1,2,0,1,0,0,1,0,1,0,1,0,1,0,FALSE,TRUE,1,0.298258265
14773,1,1,30,3,0,8,9,2,0,Property,24,6,3,1,1,1,3,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14775,1,1,30,19,0,5,1,2,0,Drug,24,2,5,0,0,1,3,0,0,1,3,0,0,0,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
14777,1,1,25,18,1,10,9,3,1,Violent/Non-Sex,12,3,3,2,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14778,1,0,45,22,0,4,1,2,0,Property,12,7,6,1,3,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,FALSE,TRUE,1,0.298258265
14779,1,1,30,15,0,6,4,2,2,Drug,12,6,2,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14780,1,1,40,20,1,5,999,3,1,Property,24,10,5,3,2,4,2,0,1,3,3,1,1,2,0,0,1,0,1,1,1,0,TRUE,FALSE,1,0.701741735
14783,0,1,20,20,999,7,9,1,0,Violent/Non-Sex,12,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,TRUE,FALSE,1,0.701741735
14785,1,1,50,5,0,2,9,2,3,Violent/Sex,48,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14786,1,0,30,7,0,4,9,3,0,Drug,12,10,6,1,5,2,5,0,0,3,4,1,3,1,1,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14787,1,0,35,24,0,5,1,1,1,Drug,12,3,6,3,0,5,2,1,0,3,3,1,0,2,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14789,0,0,30,24,999,6,1,2,3,Drug,12,7,6,0,1,3,5,0,0,3,3,1,1,1,1,1,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14790,1,1,25,8,0,7,4,3,2,Property,48,5,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,TRUE,FALSE,1,0.701741735
14792,1,1,25,4,0,10,9,3,2,999,12,4,3,0,4,1,2,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14794,1,0,40,16,0,6,4,1,1,Drug,24,5,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14799,1,1,30,4,0,6,4,3,3,Other,12,10,3,0,5,2,5,0,0,3,1,0,2,1,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
14800,1,0,40,22,0,3,1,2,1,Violent/Non-Sex,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14801,1,1,20,6,0,9,9,2,1,Property,24,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14802,1,1,25,4,0,6,4,3,0,Drug,36,4,2,0,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14805,1,1,25,15,0,9,9,3,0,Property,24,3,2,0,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
14806,1,1,30,4,0,8,4,3,1,Drug,24,5,1,1,2,1,1,1,0,2,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
14807,1,1,25,8,0,7,1,2,2,Property,36,4,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14808,1,0,30,19,0,9,9,1,0,Property,48,6,2,0,3,1,3,0,0,2,1,0,3,0,0,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
14809,0,0,40,5,999,8,4,2,3,Drug,24,10,6,0,5,2,5,0,0,1,4,0,3,0,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14810,0,1,25,20,999,10,1,3,3,999,24,8,6,0,5,0,2,0,0,1,4,0,3,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14811,1,1,25,8,0,4,1,2,1,Violent/Non-Sex,12,2,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14812,1,1,40,2,0,3,1,2,3,Property,12,3,6,0,3,1,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14813,1,1,35,8,0,4,9,3,3,Violent/Non-Sex,24,10,5,3,2,0,5,1,0,3,4,1,1,0,1,1,0,0,0,0,0,1,TRUE,FALSE,1,0.701741735
14815,1,0,50,4,0,4,1,3,1,Violent/Non-Sex,36,6,2,1,2,0,4,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14816,1,1,20,9,1,7,9,3,2,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
14817,1,1,25,10,0,10,9,3,1,Property,36,7,6,2,5,0,3,0,0,3,4,1,3,0,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14818,1,0,25,14,1,6,4,2,0,Property,12,6,6,0,2,0,5,0,0,2,2,0,3,0,0,0,1,0,1,0,0,0,FALSE,TRUE,1,0.298258265
14820,1,1,25,18,0,6,9,2,2,Violent/Non-Sex,48,3,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14821,1,0,25,4,1,8,4,3,0,Drug,24,8,6,0,1,2,5,0,0,0,4,0,1,0,0,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14822,1,1,25,1,0,8,4,1,0,Property,12,5,6,1,5,0,5,0,0,2,4,0,3,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14823,0,1,40,9,999,5,1,1,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,1,0.298258265
14824,0,0,40,3,999,6,4,3,1,Property,12,2,3,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
14829,1,1,25,8,0,6,4,3,1,Other,36,6,2,1,0,3,2,0,0,3,0,1,0,2,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
14831,1,0,20,25,1,9,9,3,0,Property,12,7,3,0,1,3,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14832,1,1,45,7,0,7,1,2,3,Violent/Non-Sex,48,10,3,3,5,4,5,1,1,3,2,1,3,2,1,1,0,1,0,0,1,1,TRUE,FALSE,1,0.701741735
14833,0,1,25,14,999,6,4,2,2,Violent/Non-Sex,12,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14834,1,1,20,16,1,6,4,2,1,999,36,4,6,0,2,5,4,0,1,3,4,0,2,2,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14835,1,0,20,5,0,7,4,3,0,Violent/Non-Sex,24,4,3,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14836,0,0,40,2,999,10,9,1,1,Property,24,5,1,0,4,2,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
14838,1,0,30,16,0,8,4,3,0,Property,48,3,2,0,3,0,2,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14839,0,0,40,16,999,5,9,2,1,Drug,12,3,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14840,1,1,30,8,0,7,4,2,3,Other,12,4,6,1,2,3,2,0,0,2,3,1,1,2,0,1,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14841,1,0,30,22,0,10,9,2,1,Other,24,9,3,0,5,2,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
14842,1,0,20,24,0,9,9,2,0,Property,24,4,3,0,1,4,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14843,1,0,30,13,0,7,4,2,0,999,36,4,4,0,1,4,4,0,0,2,2,0,1,2,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
14845,1,0,20,25,1,7,4,2,1,Property,24,7,2,0,2,3,5,1,0,3,2,0,3,1,0,1,0,0,1,1,0,0,TRUE,FALSE,1,0.701741735
14846,1,1,25,7,1,7,4,2,1,Drug,24,6,6,0,1,5,2,0,0,1,3,0,0,2,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14848,1,1,25,12,0,7,9,3,1,Violent/Non-Sex,24,5,4,1,1,2,5,0,0,2,2,1,0,2,0,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
14849,1,1,25,2,1,10,9,2,2,Property,48,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14850,1,1,25,7,0,7,1,2,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14853,1,0,20,14,1,8,9,1,1,Violent/Non-Sex,48,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14854,1,1,30,6,0,9,1,3,0,Other,12,7,1,1,5,0,2,0,1,2,1,1,3,0,0,0,1,0,0,1,0,1,FALSE,TRUE,1,0.298258265
14856,1,0,35,9,0,7,9,2,0,Violent/Non-Sex,48,6,5,3,2,2,2,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,FALSE,TRUE,1,0.298258265
14857,0,0,35,8,999,10,9,1,2,999,24,3,5,1,1,4,1,0,0,0,2,1,2,1,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14858,1,1,25,4,0,7,4,1,3,Violent/Non-Sex,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14859,0,0,30,14,999,9,1,2,2,Drug,12,7,2,1,3,2,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
14860,1,1,30,5,0,7,4,3,3,Drug,12,10,4,3,3,5,2,1,0,2,3,1,0,2,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14861,0,0,25,14,999,8,1,2,3,999,12,6,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14862,1,1,20,18,1,7,4,3,1,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14864,1,0,30,19,0,7,9,3,0,Violent/Non-Sex,36,5,3,1,0,3,1,0,0,1,3,0,0,1,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14866,1,0,35,15,0,8,4,1,0,Property,24,4,1,0,2,2,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
14867,1,0,50,24,0,3,1,1,3,Property,12,8,3,0,4,0,5,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14868,1,0,30,17,0,7,4,2,0,Drug,48,8,5,2,5,4,5,1,0,2,4,0,2,2,1,0,0,0,0,0,0,1,TRUE,FALSE,1,0.701741735
14870,1,0,45,12,0,3,9,2,1,Violent/Non-Sex,48,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14872,1,1,20,5,1,8,9,2,0,Violent/Non-Sex,48,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14873,1,1,50,22,0,4,1,1,3,Violent/Non-Sex,48,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14874,1,1,20,18,1,7,9,3,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14875,1,1,30,11,0,10,9,2,2,Violent/Non-Sex,48,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14876,0,0,25,4,999,7,4,3,0,Property,24,6,5,0,4,1,4,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
14877,0,0,30,17,999,7,4,2,3,Drug,36,5,1,0,1,3,1,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14878,1,0,40,17,0,5,1,1,2,Violent/Non-Sex,12,6,1,1,3,1,4,1,0,2,0,1,2,1,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14879,1,0,45,10,0,3,1,1,1,999,24,10,6,1,3,5,2,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14882,0,0,50,14,999,3,1,1,0,Property,24,5,2,0,3,0,2,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
14883,1,1,30,18,0,8,4,2,3,999,36,3,3,0,0,2,2,0,0,1,1,0,0,2,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
14884,1,1,25,1,1,9,9,3,2,Other,12,5,6,3,1,4,5,0,1,0,4,1,2,1,1,1,1,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14885,1,0,45,20,0,10,9,2,0,Violent/Sex,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14887,1,1,50,19,0,1,1,2,0,Drug,48,4,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14888,1,1,25,14,1,10,9,3,2,Violent/Non-Sex,48,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14891,1,0,35,16,0,4,999,1,2,Violent/Non-Sex,24,6,6,3,1,3,5,1,0,1,4,1,0,1,1,1,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
14892,1,1,30,10,0,8,1,1,3,Property,12,6,3,0,2,0,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14893,1,0,20,15,0,1,4,2,0,Other,36,10,1,0,5,0,5,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,TRUE,FALSE,1,0.701741735
14895,1,1,25,5,0,8,4,2,1,Property,24,4,2,0,5,0,2,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,TRUE,FALSE,1,0.701741735
14897,1,1,25,6,1,9,9,2,1,999,24,10,4,3,3,4,2,1,1,1,2,1,0,1,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14898,1,0,35,7,0,6,4,2,3,Property,24,5,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
14899,1,1,50,23,0,3,1,1,3,Property,12,4,1,0,3,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14900,1,0,25,17,1,5,999,3,0,Drug,12,9,5,0,0,5,5,0,0,3,3,0,0,2,1,0,0,0,1,0,0,0,FALSE,TRUE,1,0.298258265
14901,1,0,45,14,0,4,1,2,3,Property,12,10,6,0,4,0,4,0,0,3,4,0,3,0,1,0,0,0,0,0,1,1,TRUE,FALSE,1,0.701741735
14902,1,1,30,9,0,4,1,2,2,Drug,12,4,0,0,0,2,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14904,1,0,30,21,1,7,1,3,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
14905,1,1,50,9,0,4,9,1,0,Violent/Non-Sex,48,4,2,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14906,0,0,45,2,999,6,4,3,0,Drug,12,5,4,1,1,2,4,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14907,1,1,25,6,1,8,4,1,3,Violent/Non-Sex,48,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
14908,1,1,25,5,0,9,9,3,1,Other,12,3,1,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14909,1,1,30,19,1,8,4,3,2,Other,24,6,1,1,0,4,2,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,FALSE,TRUE,1,0.298258265
14910,1,1,25,14,0,6,4,3,0,Other,24,3,5,0,1,3,3,0,1,1,2,0,0,1,1,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14911,1,1,30,11,0,10,9,3,1,Violent/Non-Sex,48,5,1,3,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,FALSE,TRUE,1,0.298258265
14912,1,1,25,2,0,8,4,3,1,999,24,5,2,2,0,3,3,0,0,1,3,1,1,2,1,1,0,0,1,0,1,1,TRUE,FALSE,1,0.701741735
14913,1,1,30,6,0,7,9,2,0,Other,24,4,3,1,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14915,1,1,25,3,0,8,4,2,0,Drug,12,2,4,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,TRUE,FALSE,1,0.701741735
14917,1,0,25,15,1,7,4,2,0,999,24,4,1,0,1,2,1,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14918,1,0,45,6,0,10,9,2,1,Property,36,10,6,2,5,5,5,0,1,3,4,1,3,2,0,0,0,1,1,1,0,1,TRUE,FALSE,1,0.701741735
14919,1,0,25,14,0,10,9,3,2,Property,12,9,5,0,4,0,5,0,0,0,4,0,2,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14920,1,0,25,15,0,6,4,3,0,Drug,24,6,0,0,1,3,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14923,1,0,25,24,0,7,4,3,0,Property,24,3,2,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
14924,1,1,25,23,0,9,9,3,1,Property,12,6,1,0,0,4,1,1,1,1,2,1,1,2,0,1,0,0,1,1,0,0,TRUE,FALSE,1,0.701741735
14926,1,1,35,11,0,999,999,2,2,Violent/Non-Sex,12,7,1,3,2,2,1,0,1,2,1,1,0,1,1,0,1,1,0,0,0,0,TRUE,FALSE,1,0.701741735
14928,1,0,25,24,1,9,9,3,0,Drug,36,5,4,0,1,1,5,0,1,1,4,0,0,0,1,0,0,0,1,1,1,1,TRUE,FALSE,1,0.701741735
14930,1,1,25,3,0,7,4,3,0,Drug,12,4,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
14932,1,1,25,24,1,7,4,2,3,Drug,36,4,6,1,0,3,2,1,0,2,1,1,0,2,0,1,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14933,1,1,35,16,0,6,4,2,3,Drug,48,5,5,1,1,5,1,0,0,3,4,1,0,2,1,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14934,1,1,25,6,1,5,1,2,3,Violent/Non-Sex,12,4,4,2,0,1,3,1,1,1,2,1,0,0,0,1,1,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14935,1,1,25,20,0,9,9,1,0,Property,24,6,6,2,5,0,5,0,0,1,4,1,3,0,0,1,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
14936,0,1,30,23,999,5,1,1,0,Property,12,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14941,1,1,25,6,0,5,1,2,3,Property,12,7,3,0,4,1,1,0,1,2,3,0,3,0,0,0,1,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14942,1,0,25,16,0,10,9,2,0,Property,24,6,5,3,2,2,2,0,0,1,4,1,3,2,1,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
14943,1,1,20,6,0,8,4,2,0,Property,12,5,1,0,5,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
14945,1,0,45,7,0,4,1,2,1,999,24,2,2,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
14946,1,1,25,15,0,8,4,1,3,999,48,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
14947,0,0,25,23,999,10,9,2,0,Violent/Non-Sex,48,4,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
14949,1,1,20,12,0,7,4,2,0,Property,12,5,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,FALSE,TRUE,1,0.298258265
14950,1,1,25,12,0,7,4,3,0,Violent/Non-Sex,48,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14952,1,0,30,24,1,8,4,3,3,Property,36,10,6,0,5,4,5,0,0,3,4,0,2,1,1,0,0,1,0,1,0,0,FALSE,TRUE,1,0.298258265
14955,1,1,25,14,0,8,4,3,1,Other,12,3,2,0,1,2,3,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,FALSE,TRUE,1,0.298258265
14956,1,1,25,8,1,6,9,2,2,Violent/Non-Sex,48,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
14957,1,1,20,20,0,7,4,2,3,Property,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
14958,1,0,20,5,0,8,4,3,0,Property,12,3,2,0,2,2,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
