ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim
10878,0,0,30,3,999,10,9,2,2,Drug,36,6,1,0,2,4,3,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0
10879,1,1,35,11,0,10,9,2,2,Drug,12,10,6,3,4,0,5,0,0,2,4,1,2,0,1,0,0,0,0,0,1,0,1
10880,1,1,25,22,1,8,9,3,0,Violent/Non-Sex,48,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
10881,1,0,25,7,1,8,9,2,0,Violent/Non-Sex,36,4,3,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
10883,1,1,30,3,0,5,1,1,1,Drug,24,3,5,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10884,1,0,25,18,1,6,9,3,1,Violent/Non-Sex,48,3,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
10885,1,0,30,3,0,8,4,3,2,Property,36,4,1,0,3,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0
10887,0,0,35,17,999,4,9,1,3,Violent/Non-Sex,48,3,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10888,1,1,25,2,0,4,1,3,1,Violent/Non-Sex,12,10,6,2,2,4,5,0,1,3,2,1,0,2,0,1,0,0,0,0,1,1,1
10889,1,1,30,6,0,7,1,2,2,Other,12,10,6,0,5,1,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
10891,1,1,30,10,1,6,1,2,0,Property,12,10,2,1,3,3,4,0,1,3,0,0,2,2,0,0,0,0,1,0,0,0,1
10892,1,0,35,7,0,8,4,3,3,Drug,12,9,4,0,2,5,4,0,0,3,1,0,3,1,1,0,0,1,0,1,1,0,0
10895,1,0,45,19,0,3,1,2,1,Drug,36,10,6,3,1,5,1,1,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0
10897,1,0,25,4,0,9,9,3,2,Property,48,2,4,1,1,2,0,1,0,1,3,0,1,1,0,0,0,0,0,1,1,1,1
10898,1,0,25,15,0,7,4,2,0,Drug,12,3,4,2,0,2,2,0,0,3,4,1,0,2,1,0,0,0,1,1,0,0,0
10899,0,0,30,4,999,5,1,3,2,999,12,7,0,0,1,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
10900,1,0,50,12,0,4,1,1,3,Violent/Non-Sex,48,4,2,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10901,1,0,30,9,0,8,4,1,0,Other,24,9,6,1,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
10902,1,1,25,20,1,7,9,2,0,Property,36,2,2,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,1,1,1,0
10903,1,0,25,16,1,6,4,1,0,Property,12,8,0,0,4,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
10905,0,1,25,1,999,6,4,2,3,Drug,48,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10906,1,0,25,5,1,9,9,2,3,Property,24,3,4,1,2,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0
10908,1,1,25,23,0,10,9,1,3,Drug,12,10,2,1,0,5,2,0,0,2,3,0,1,2,0,0,0,0,0,1,0,0,0
10910,1,1,35,3,0,4,1,3,3,Property,24,9,6,1,1,2,5,0,1,2,4,0,1,1,1,0,1,0,0,1,0,1,0
10911,1,1,25,6,1,5,1,3,0,Violent/Non-Sex,12,5,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10912,1,0,35,16,0,7,1,2,0,Property,12,10,6,2,5,0,5,1,1,3,4,1,3,0,1,1,0,0,0,1,0,0,0
10915,0,1,45,3,999,6,4,2,0,Drug,12,6,6,3,0,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10917,1,1,25,5,0,5,999,2,0,999,12,3,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
10918,1,0,25,16,0,7,4,3,3,Property,12,10,2,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,0,0,0,0
10920,1,1,25,1,0,6,1,2,0,Property,12,10,6,1,5,5,3,0,0,1,4,1,2,2,0,0,0,0,0,1,0,0,1
10921,1,1,30,23,0,8,4,3,0,Property,12,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10922,1,1,25,18,0,9,9,3,0,Violent/Non-Sex,24,5,2,2,1,2,2,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0
10926,1,1,25,14,0,7,4,3,3,999,24,7,6,0,0,5,5,0,0,1,4,1,0,2,1,0,0,0,0,0,1,0,0
10927,1,0,30,8,0,8,9,3,3,Drug,48,10,6,0,5,4,5,0,0,1,4,0,3,1,0,0,0,0,0,1,0,1,1
10929,1,1,25,4,1,9,9,3,0,Violent/Non-Sex,48,5,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10930,1,0,50,3,0,3,9,1,0,Violent/Sex,48,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10931,1,1,30,2,0,9,9,2,1,Other,24,9,2,1,1,4,3,0,1,3,0,0,1,2,0,0,0,0,0,1,1,0,0
10932,1,0,45,3,0,3,1,3,0,Drug,24,3,1,1,0,2,1,0,0,2,1,1,0,2,0,0,0,0,1,1,1,0,0
10933,1,0,35,13,0,5,1,3,3,Property,12,10,4,2,4,3,5,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,1
10934,1,0,50,1,0,3,1,2,0,Property,12,10,6,1,5,5,4,0,0,3,4,0,3,2,0,0,0,0,1,1,0,0,1
10935,1,1,35,4,1,6,4,2,2,Violent/Non-Sex,48,3,2,1,2,0,3,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0
10936,1,0,40,2,0,5,1,2,2,Drug,24,10,6,0,0,5,5,0,0,3,2,0,0,2,1,0,0,0,1,1,0,0,0
10939,1,1,25,18,0,7,4,3,2,Property,24,4,1,0,1,1,3,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0
10940,1,0,30,20,0,5,9,2,1,Violent/Non-Sex,48,1,3,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
10945,1,0,30,3,0,10,9,2,1,999,36,10,6,0,5,2,4,0,0,3,2,0,3,2,0,0,0,0,0,1,1,0,1
10946,1,0,30,3,0,6,1,3,0,Drug,12,10,6,0,5,1,5,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
10947,1,0,50,17,0,1,9,1,3,Violent/Sex,48,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10948,1,0,30,3,0,8,4,1,0,999,24,4,1,1,1,3,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
10949,1,1,35,21,0,4,9,2,3,Other,24,8,3,3,2,0,2,1,0,2,2,1,1,0,0,1,0,0,0,0,0,1,1
10952,1,1,25,9,1,6,4,3,3,Other,12,10,0,1,5,0,5,0,1,2,0,0,3,0,1,0,1,0,1,1,0,0,0
10955,1,1,25,9,1,999,999,3,0,Violent/Non-Sex,48,8,1,1,5,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,1,0
10956,1,1,30,17,0,10,9,2,0,Drug,24,5,1,1,2,2,1,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,1
10957,1,1,35,20,0,5,999,2,3,Drug,24,5,2,0,0,5,2,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0
10959,1,1,35,18,0,7,1,3,3,Drug,24,10,6,3,1,5,5,0,1,3,4,0,0,2,1,0,0,0,1,1,1,0,0
10961,1,1,25,2,0,7,4,3,1,Other,12,4,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10964,1,1,25,11,1,6,9,2,1,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
10965,1,0,30,24,0,7,4,2,0,Property,24,4,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
10966,1,0,30,24,0,7,4,1,1,Drug,24,3,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
10967,1,1,50,4,0,999,999,1,2,Property,12,10,6,1,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,0,0,0
10968,1,1,35,6,0,10,9,2,1,Drug,48,8,2,0,2,5,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1
10970,1,0,25,4,0,9,9,2,3,Violent/Non-Sex,48,9,2,3,2,1,4,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
10974,0,0,30,17,999,10,1,2,2,Drug,24,6,0,0,1,3,3,0,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
10979,1,1,30,16,1,8,9,3,0,Property,48,9,2,0,5,0,2,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0
10980,1,1,30,6,0,7,4,1,1,Drug,36,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10982,1,1,20,6,1,7,9,3,1,Property,36,3,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
10983,1,0,45,17,0,2,1,2,1,Other,12,10,6,1,2,5,3,0,0,3,4,0,2,1,0,0,0,0,0,1,1,0,0
10984,1,1,30,21,1,7,999,2,1,Property,12,10,6,0,5,1,5,0,0,3,2,0,3,0,1,0,0,0,1,1,0,0,1
10985,1,1,35,25,0,6,4,3,3,Other,24,6,3,0,0,2,3,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0
10987,1,0,25,8,1,5,1,2,3,Violent/Non-Sex,24,6,1,2,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0
10988,1,1,35,19,0,7,4,2,2,Property,48,5,4,1,5,0,3,0,0,1,3,1,2,0,1,0,0,0,0,1,1,1,0
10990,1,1,25,7,0,6,4,3,0,Violent/Non-Sex,48,1,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10991,1,0,50,17,0,2,1,3,1,Other,24,8,0,0,2,5,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0
10992,1,0,30,24,0,7,4,2,1,999,24,6,3,0,1,1,5,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
10993,1,0,25,4,1,6,4,2,0,Property,48,3,4,1,2,0,3,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,1
10994,0,0,30,18,999,10,9,2,3,Property,48,6,4,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10995,0,0,45,1,999,6,1,1,3,Drug,36,7,4,0,4,5,3,0,0,3,2,0,3,2,1,0,0,1,0,0,0,0,1
10997,1,1,25,2,0,6,4,3,1,Property,48,5,1,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1
10998,1,1,30,7,0,7,4,3,1,Drug,36,4,4,0,1,5,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0
10999,1,0,25,14,0,6,4,3,0,Drug,12,5,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11002,1,1,50,9,0,3,999,3,0,Property,24,10,6,3,5,3,5,0,0,3,4,0,3,0,1,0,0,0,0,0,1,0,0
11003,0,0,30,25,999,4,1,3,2,Violent/Non-Sex,24,10,5,3,1,0,5,1,0,0,3,1,0,0,0,1,0,0,1,1,0,1,0
11004,0,0,50,16,999,2,999,3,0,Property,12,9,5,1,5,1,4,0,0,3,2,0,3,0,0,0,0,0,1,1,0,0,0
11005,1,1,50,12,0,6,4,2,0,Drug,24,10,6,0,5,5,5,0,0,3,4,0,3,1,1,0,0,0,1,1,1,0,0
11006,1,0,40,4,0,10,1,2,3,Property,36,10,5,0,5,2,5,0,1,3,2,0,3,2,1,0,1,0,1,0,0,1,0
11008,1,1,30,8,0,8,4,1,3,Property,12,4,5,1,4,0,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
11009,1,0,50,14,0,5,1,2,1,Drug,24,10,6,3,5,5,5,0,1,3,4,1,2,1,1,0,0,1,0,1,0,0,0
11010,1,1,25,21,0,8,1,2,0,Violent/Non-Sex,36,4,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
11012,0,0,40,17,999,6,1,2,1,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
11015,1,1,50,20,0,7,4,3,1,Property,36,10,4,3,5,2,2,0,0,3,2,1,3,1,1,0,0,0,0,0,1,1,0
11016,1,1,45,11,0,6,4,1,3,Violent/Non-Sex,48,10,1,3,4,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0
11017,1,1,45,4,0,8,1,2,3,Property,24,10,4,2,5,5,5,1,1,3,3,0,3,2,1,0,0,0,0,1,1,0,0
11018,1,0,25,8,0,7,4,3,1,Violent/Non-Sex,48,3,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
11019,1,0,40,17,0,1,9,3,0,Violent/Sex,48,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11020,1,0,25,24,0,9,9,2,0,Violent/Non-Sex,48,3,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
11021,1,1,40,11,0,9,1,1,1,Property,12,10,6,1,5,3,3,0,0,3,2,0,3,1,0,0,0,0,0,1,0,0,1
11024,1,1,25,1,0,10,1,3,0,Property,36,6,6,0,5,1,3,0,0,0,3,0,2,0,0,0,1,0,0,1,0,1,0
11025,1,1,40,6,0,7,9,2,3,Violent/Non-Sex,48,6,1,3,3,0,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0
11027,1,0,25,22,1,9,4,2,1,Property,12,10,4,1,5,1,5,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,1
11028,1,1,35,22,0,9,4,3,1,Drug,48,8,6,1,0,5,5,0,0,2,2,0,0,2,1,0,0,1,0,1,0,0,1
11029,1,1,30,11,0,10,9,2,0,Property,36,10,1,0,5,0,2,0,0,0,3,0,3,0,1,0,0,0,1,0,0,0,0
11030,1,0,50,13,0,3,9,1,3,Violent/Non-Sex,48,6,4,3,1,2,1,0,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0
11031,1,0,45,4,0,6,4,2,2,Property,24,10,6,0,5,1,5,0,0,3,4,0,3,0,0,0,0,0,0,1,1,0,0
11033,1,0,50,12,0,5,9,1,3,Violent/Non-Sex,48,6,4,1,2,2,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1
11035,1,1,40,25,0,9,4,2,2,999,24,10,6,1,5,0,5,0,0,3,4,1,3,0,1,1,0,0,0,1,0,0,0
11037,1,0,50,11,0,4,1,1,0,Violent/Non-Sex,36,4,6,3,2,1,1,0,0,1,2,1,1,1,0,1,1,0,0,1,1,1,0
11038,1,1,30,8,0,6,9,3,3,Property,48,8,2,0,4,0,5,0,0,3,1,0,3,0,1,0,0,0,0,0,0,1,0
11039,1,1,50,8,0,5,1,1,2,Property,24,3,6,0,2,1,5,0,0,2,1,0,2,0,0,0,0,0,1,0,1,0,0
11040,1,1,25,7,1,10,9,3,1,Property,36,5,1,0,4,1,3,0,0,1,1,0,2,1,0,0,0,0,1,1,1,1,1
11041,1,1,50,8,0,1,4,3,0,Property,24,10,1,1,5,2,5,0,0,3,1,0,3,0,1,0,0,1,0,1,0,0,1
11043,1,1,25,21,1,5,1,2,2,999,12,3,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
11045,1,1,40,7,0,5,999,2,3,Other,24,4,1,0,1,1,3,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1
11048,1,1,45,11,0,3,1,2,3,Property,12,10,6,0,5,2,5,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0
11050,1,0,30,17,0,6,9,3,2,Violent/Sex,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051,1,1,20,3,0,7,9,2,0,Violent/Sex,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052,1,1,35,9,0,7,4,3,3,Property,36,7,6,3,5,0,5,0,0,1,2,1,2,0,1,0,0,0,1,1,1,0,1
11053,1,1,25,11,1,9,9,1,3,Violent/Non-Sex,48,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11054,1,0,40,17,0,4,9,3,3,Violent/Sex,48,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11058,0,0,45,17,999,10,9,2,0,Property,48,9,6,1,5,2,5,0,0,2,4,0,1,1,1,0,0,0,0,1,0,1,0
11059,1,1,35,2,0,5,1,3,1,Drug,12,10,4,0,2,5,5,0,1,3,0,0,1,2,0,0,1,0,1,1,1,0,0
11060,1,0,25,20,1,7,1,3,1,Violent/Non-Sex,36,4,5,2,3,1,2,1,1,1,4,1,1,1,0,0,0,0,0,1,1,1,1
11062,1,1,30,2,0,5,1,1,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11063,1,1,25,4,0,6,4,2,0,Violent/Non-Sex,48,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11065,1,0,40,7,0,6,4,3,2,Drug,36,10,6,3,1,5,3,0,1,2,4,0,0,2,0,0,0,0,1,1,1,0,1
11067,1,0,40,3,0,4,1,2,3,Violent/Non-Sex,36,10,6,1,3,0,5,1,0,2,4,1,3,0,0,1,0,0,0,1,0,1,0
11068,1,0,25,12,0,7,4,3,0,Other,12,4,2,0,2,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11069,1,1,30,22,1,8,1,1,1,Drug,24,7,5,1,2,2,3,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0
11070,1,1,25,22,0,6,4,2,2,Drug,12,5,6,1,1,5,4,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0
11071,1,0,30,17,0,10,9,3,2,Other,24,3,6,1,1,0,4,1,1,0,4,0,1,0,0,0,1,0,0,1,1,1,1
11072,1,1,30,8,0,9,9,2,0,Drug,24,3,6,1,2,5,5,0,0,2,4,1,1,2,1,1,0,0,0,1,0,0,1
11073,1,1,35,19,0,7,9,3,0,Other,12,10,6,2,2,3,5,0,0,3,4,1,0,2,0,0,0,0,1,1,0,1,0
11074,1,0,25,17,0,9,9,2,1,Property,24,5,2,0,5,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1
11075,1,1,35,1,0,5,1,3,3,Violent/Non-Sex,12,3,3,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
11076,1,1,25,11,1,10,9,3,3,Property,24,8,2,2,3,0,3,0,1,3,1,1,2,0,0,0,0,0,0,1,1,0,1
11083,1,1,45,14,0,5,1,3,0,Drug,24,10,6,1,2,5,5,0,0,1,4,0,0,2,1,0,0,0,1,1,1,0,0
11085,1,1,20,6,1,6,4,2,0,Violent/Non-Sex,12,5,1,2,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11086,0,1,35,16,999,8,1,3,3,Property,12,10,6,0,5,0,5,0,0,3,4,0,3,0,0,0,0,0,1,1,0,0,0
11087,1,1,25,6,0,10,1,2,0,Property,36,6,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
11088,1,1,25,8,0,8,4,2,0,Property,48,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11089,1,1,30,4,1,9,9,3,2,Drug,24,6,4,1,2,4,4,0,0,2,2,0,1,2,0,0,0,1,0,1,1,0,0
11090,1,1,25,6,0,8,4,2,0,Drug,24,10,2,1,1,2,3,0,1,3,1,1,1,2,1,0,1,0,0,1,0,0,1
11091,0,0,45,23,999,7,4,2,0,Property,24,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,1
11092,0,0,25,17,999,8,4,2,3,Property,24,10,2,1,5,0,5,1,0,0,2,1,2,0,0,1,0,0,0,1,1,0,0
11094,1,1,35,16,0,5,1,2,3,Drug,24,6,5,0,0,5,4,0,1,3,3,1,0,2,1,1,0,0,0,0,1,0,0
11095,1,0,25,24,0,9,9,2,0,Violent/Sex,48,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
11097,1,1,25,19,0,7,4,2,1,Drug,36,3,2,0,0,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0
11098,1,1,45,17,0,3,999,2,0,Violent/Non-Sex,12,6,2,3,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
11099,1,1,40,8,0,5,1,2,1,Property,36,7,1,2,1,2,2,1,0,3,0,0,0,2,0,1,0,0,1,0,1,0,0
11100,1,0,50,20,0,3,1,2,2,Violent/Non-Sex,36,4,1,3,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0
11101,1,1,30,23,0,5,1,3,3,Violent/Non-Sex,12,5,6,0,1,1,3,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,0
11102,1,1,25,6,1,9,9,3,1,Property,12,3,6,3,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
11103,1,1,40,11,0,4,1,2,2,Violent/Non-Sex,48,10,6,3,5,1,1,1,0,2,3,1,0,0,0,0,0,0,0,1,1,0,1
11104,1,1,30,6,0,5,9,2,0,Violent/Sex,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
11106,1,1,25,15,0,6,1,3,2,Drug,12,5,1,1,1,2,1,0,1,3,2,0,2,2,1,0,1,0,1,1,0,1,0
11107,1,1,30,15,0,8,4,2,3,Other,24,5,1,0,0,5,1,0,0,2,2,0,1,2,0,0,0,0,0,1,0,0,0
11109,1,1,25,18,1,7,4,3,1,Property,48,4,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11110,1,1,30,10,0,5,9,2,1,Property,36,5,0,2,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,1,1
11111,1,0,25,7,0,10,9,3,2,Property,48,3,3,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
11112,0,1,45,15,999,7,4,2,1,Property,48,10,2,0,5,3,3,0,0,3,0,0,3,1,0,0,0,0,0,1,1,0,0
11114,1,0,50,16,0,4,9,2,1,Violent/Sex,24,10,4,1,5,1,3,0,0,3,4,0,1,0,1,0,0,0,0,0,0,1,0
11117,1,1,25,3,0,8,1,2,2,999,36,6,5,0,0,3,4,0,0,3,1,0,1,2,0,0,0,1,1,1,1,0,1
11118,1,1,25,10,0,10,9,3,2,Property,48,5,3,1,1,1,1,0,0,3,1,0,1,1,1,0,0,0,1,0,0,1,0
11119,1,1,25,8,0,6,4,2,1,Drug,48,3,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11120,1,0,30,17,0,5,1,2,2,Property,12,7,1,0,1,0,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
11122,1,0,25,16,0,8,1,2,2,Property,12,9,5,2,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11123,1,1,25,19,0,6,9,1,3,Violent/Sex,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11124,1,1,30,5,0,9,4,3,0,Other,36,6,1,1,2,1,1,0,1,2,0,0,1,2,0,0,1,1,0,1,1,0,0
11125,1,0,40,21,1,999,1,2,3,Property,24,10,6,2,5,2,5,0,0,3,0,0,3,0,0,0,0,0,0,1,1,1,1
11126,0,1,25,20,999,10,9,2,2,Violent/Non-Sex,48,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11127,1,1,30,16,1,999,1,1,2,Other,12,10,4,0,2,3,5,0,0,3,3,0,1,2,0,0,0,0,0,1,0,0,0
11128,1,1,50,3,0,3,1,1,2,Violent/Non-Sex,48,6,6,2,3,0,1,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0
11129,1,1,25,4,0,5,1,3,2,Violent/Non-Sex,12,10,3,3,1,4,5,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1
11130,1,1,25,7,0,8,1,2,1,Property,24,6,1,1,3,2,2,0,0,2,0,0,1,1,0,0,0,1,0,1,1,0,1
11131,1,1,25,4,1,9,1,3,0,Other,24,2,2,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0
11132,1,1,25,20,0,7,4,3,0,Property,24,3,6,0,5,1,1,0,0,1,4,0,3,1,0,0,0,0,0,1,1,0,0
11134,1,0,35,7,0,5,1,2,2,Other,24,10,6,0,3,4,3,0,0,2,4,0,1,2,0,0,0,0,0,1,1,0,0
11135,0,0,40,22,999,7,1,1,3,Property,12,8,6,0,5,1,5,0,0,3,3,0,3,0,0,0,0,0,1,1,0,0,1
11137,1,0,35,8,0,9,9,2,3,Property,36,8,5,2,5,2,2,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,1
11140,1,1,25,3,0,8,1,1,0,999,24,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11141,1,1,30,5,0,6,4,2,3,999,12,4,4,0,1,3,2,0,1,0,3,0,0,2,0,0,0,0,0,1,0,0,1
11143,1,1,40,4,0,5,1,2,0,999,24,7,5,2,1,2,5,0,1,3,1,1,1,2,0,0,1,0,1,1,1,0,0
11144,1,1,25,24,0,7,4,3,2,Property,12,3,1,0,2,1,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1
11145,1,0,50,4,0,3,1,1,0,Property,36,10,6,3,5,5,5,0,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0
11146,1,1,25,8,0,6,4,3,0,999,48,3,3,3,0,1,2,0,0,2,2,1,0,1,1,0,0,0,0,1,0,0,0
11147,1,1,20,5,1,9,9,3,0,Other,24,8,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
11148,1,0,30,24,0,6,9,1,3,Violent/Sex,48,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
11149,1,1,25,9,1,6,4,2,0,Other,12,5,6,0,0,3,5,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0
11150,1,1,25,6,0,9,1,3,1,Other,12,10,6,0,1,5,4,0,1,1,4,1,0,2,0,0,1,0,0,1,0,0,1
11152,1,1,25,12,1,10,1,3,0,Property,24,5,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
11153,1,1,25,25,1,9,9,3,2,999,24,10,3,0,4,2,5,0,0,3,0,0,3,1,0,0,0,0,1,0,0,0,1
11154,0,0,30,12,999,9,9,1,2,Drug,24,8,2,0,2,3,4,0,0,3,2,0,2,1,1,0,0,0,0,1,0,0,1
